City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,buraydah,26.326,43.975,29.25,14,4,3.75,SA,2023-09-29 23:27:32
272,timaru,-44.4,171.25,11.15,27,41,5.36,NZ,2023-09-29 23:27:32
273,francistown,-21.17,27.5079,20.7,67,44,4.54,BW,2023-09-29 23:27:33
274,pirae,-17.5167,-149.5333,28.01,69,20,3.6,PF,2023-09-29 23:27:33
275,hailar,49.2,119.7,4.71,58,9,2.91,CN,2023-09-29 23:27:33
276,thunder bay,48.4001,-89.3168,16.99,82,75,3.6,CA,2023-09-29 23:27:24
277,cascais,38.6979,-9.4215,28.06,58,2,0.89,PT,2023-09-29 23:27:33
278,conceicao da barra,-18.5933,-39.7322,23.41,71,99,4.76,BR,2023-09-29 23:27:33
279,cole harbour,44.6724,-63.4751,14.71,91,53,0.89,CA,2023-09-29 23:27:34
280,hotan,37.0997,79.9269,14.73,26,0,1.04,CN,2023-09-29 23:27:34
281,akom ii,2.7833,10.5667,20.92,100,99,0.72,CM,2023-09-29 23:27:34
282,masterton,-40.9597,175.6575,9.38,96,100,5.44,NZ,2023-09-29 23:27:34
283,richards bay,-28.783,32.0377,21.85,82,0,3.54,ZA,2023-09-29 23:27:34
284,watertown,42.3709,-71.1828,14.36,89,100,4.12,US,2023-09-29 23:23:17
285,guarapari,-20.6667,-40.4975,21.61,86,100,2.29,BR,2023-09-29 23:27:34
286,eyl,7.9803,49.8164,26.38,81,20,8.34,SO,2023-09-29 23:27:35
287,hermanus,-34.4187,19.2345,15.7,79,90,9.34,ZA,2023-09-29 23:27:35
288,arraial do cabo,-22.9661,-42.0278,20.92,78,75,6.17,BR,2023-09-29 23:27:35
289,st. paul,44.9444,-93.0933,24.29,74,0,4.12,US,2023-09-29 23:24:57
290,greenville,35.6127,-77.3663,22.09,90,100,1.54,US,2023-09-29 23:23:16
291,bengkulu,-3.8004,102.2655,21.78,94,79,1.65,ID,2023-09-29 23:27:35
292,kapa'a,22.0752,-159.319,29.15,71,40,6.17,US,2023-09-29 23:27:35
293,shizunai-furukawacho,42.3339,142.3669,17.24,64,65,1.61,JP,2023-09-29 23:27:36
294,fale old settlement,-9.3852,-171.2468,28.72,71,42,5.53,TK,2023-09-29 23:27:36
295,namsos,64.4662,11.4957,10.03,100,100,6.17,NO,2023-09-29 23:27:36
296,el calafate,-50.3408,-72.2768,6.52,64,100,0.83,AR,2023-09-29 23:27:36
297,rio grande,-32.035,-52.0986,17.75,90,97,4.49,BR,2023-09-29 23:27:36
298,batangafo,7.3008,18.2833,22.25,96,57,1.75,CF,2023-09-29 23:27:36
299,al mahwit,15.4701,43.5448,18.44,44,2,1.41,YE,2023-09-29 23:27:37
300,souillac,-20.5167,57.5167,22.21,94,75,4.12,MU,2023-09-29 23:27:37
301,byron bay,-28.65,153.6167,23.73,64,13,3.99,AU,2023-09-29 23:24:09
302,yaransk,57.3033,47.8861,7.79,90,11,0.74,RU,2023-09-29 23:27:37
303,genappe,50.609,4.449,14.08,95,40,1.54,BE,2023-09-29 23:27:37
304,vila franca do campo,37.7167,-25.4333,23.23,99,95,6.5,PT,2023-09-29 23:27:37
305,tsentoroy,43.0064,46.2231,12.0,80,89,0.94,RU,2023-09-29 23:27:37
306,colonia,50.9333,6.95,14.98,87,0,2.06,DE,2023-09-29 23:27:23
307,balsas,-7.5325,-46.0356,32.36,24,95,1.95,BR,2023-09-29 23:27:38
308,topchikha,52.8192,83.1185,9.65,93,96,1.8,RU,2023-09-29 23:27:38
309,kharp,66.8014,65.8081,-1.13,84,71,0.79,RU,2023-09-29 23:27:38
310,sinop,41.7711,34.8709,14.92,85,80,1.16,TR,2023-09-29 23:27:38
311,tshabong,-26.05,22.45,21.29,11,58,4.33,BW,2023-09-29 23:27:38
312,mancio lima,-7.6142,-72.8958,25.04,94,100,3.09,BR,2023-09-29 23:27:39
313,trairi,-3.2778,-39.2689,25.08,79,70,4.76,BR,2023-09-29 23:25:48
314,canutama,-6.5339,-64.3831,27.58,67,82,1.05,BR,2023-09-29 23:27:39
315,san pedro,14.35,121.0167,27.57,91,75,2.24,PH,2023-09-29 23:25:13
316,caninde de sao francisco,-9.66,-37.7894,24.31,69,24,6.02,BR,2023-09-29 23:27:39
317,isafjordur,66.0755,-23.124,3.63,86,100,2.54,IS,2023-09-29 23:27:39
318,naha,26.2125,127.6811,28.15,94,20,3.6,JP,2023-09-29 23:27:39
319,goonellabah,-28.8167,153.3167,23.23,60,2,0.99,AU,2023-09-29 23:27:40
320,dzhalagash,45.0833,64.6667,15.94,39,100,2.92,KZ,2023-09-29 23:27:40
321,whitby,54.4877,-0.615,12.71,85,60,1.79,GB,2023-09-29 23:27:40
322,walvis bay,-22.9575,14.5053,12.27,93,1,3.09,,2023-09-29 23:27:40
323,san patricio,28.017,-97.5169,32.52,54,19,6.97,US,2023-09-29 23:27:40
324,st. john's,47.5649,-52.7093,10.71,84,75,1.03,CA,2023-09-29 23:26:17
325,kulhudhuffushi,6.6221,73.07,27.41,79,96,6.54,MV,2023-09-29 23:27:40
326,paarl,-33.7338,18.9752,15.01,96,85,2.94,ZA,2023-09-29 23:27:41
327,sao felix do xingu,-6.6447,-51.995,28.19,54,83,0.2,BR,2023-09-29 23:27:41
328,bowen,-20.0167,148.2333,23.49,66,18,5.96,AU,2023-09-29 23:27:41
329,ta`u,-14.2336,-169.5144,26.9,79,44,5.53,AS,2023-09-29 23:27:41
330,kiffa,16.6166,-11.4045,35.96,27,99,4.36,MR,2023-09-29 23:27:41
331,sinan,34.8262,126.1086,16.06,81,100,4.13,KR,2023-09-29 23:27:41
332,songjianghe,42.1859,127.479,9.37,81,6,1.88,CN,2023-09-29 23:27:41
333,ust'-ilimsk,58.0006,102.6619,7.8,91,100,3.32,RU,2023-09-29 23:24:21
334,ouani,-12.1322,44.4258,24.92,78,14,4.12,KM,2023-09-29 23:27:42
335,tabuk,17.4189,121.4443,24.9,87,71,0.62,PH,2023-09-29 23:27:42
336,qarazhal,48.0078,70.7903,10.38,52,93,2.18,KZ,2023-09-29 23:27:42
337,nizhniy kuranakh,58.8353,125.4869,4.34,91,100,0.8,RU,2023-09-29 23:27:42
338,san andres tuxtla,18.45,-95.2167,26.97,75,87,2.48,MX,2023-09-29 23:27:42
339,kone,-21.0595,164.8658,24.91,45,11,2.87,NC,2023-09-29 23:27:43
340,santa cruz del sur,20.7147,-77.9956,27.93,77,50,1.64,CU,2023-09-29 23:27:43
341,kilindoni,-7.9139,39.6668,25.2,80,3,5.43,TZ,2023-09-29 23:27:43
342,nacala,-14.5428,40.6728,22.34,91,12,1.81,MZ,2023-09-29 23:27:43
343,dongtai,32.8523,120.3095,19.89,95,100,4.0,CN,2023-09-29 23:27:43
344,thanh hoa,19.8,105.7667,24.1,97,100,1.83,VN,2023-09-29 23:24:13
345,toliara,-23.35,43.6667,22.49,89,15,2.59,MG,2023-09-29 23:23:04
346,uturoa,-16.7333,-151.4333,25.72,78,64,8.03,PF,2023-09-29 23:27:44
347,namie,37.4833,141.0,21.51,87,100,0.75,JP,2023-09-29 23:27:44
348,raahe,64.6833,24.4833,14.05,92,100,6.3,FI,2023-09-29 23:27:44
349,balabac,7.9868,117.0645,27.63,82,100,6.48,PH,2023-09-29 23:27:44
350,turpan,42.9333,89.1667,21.86,23,100,1.16,CN,2023-09-29 23:27:44
351,luocheng,29.3848,104.0286,19.15,91,79,0.18,CN,2023-09-29 23:27:44
352,carnot,4.9409,15.8665,21.74,96,100,0.37,CF,2023-09-29 23:27:45
353,novofedorovka,46.1713,32.3178,18.74,47,5,6.41,UA,2023-09-29 23:27:45
354,chui,-33.6971,-53.4616,13.93,95,82,1.86,UY,2023-09-29 23:27:45
355,hobyo,5.3505,48.5268,25.7,90,29,9.91,SO,2023-09-29 23:27:45
356,kargopol',61.5071,38.9456,12.41,98,100,3.1,RU,2023-09-29 23:27:45
357,arendal,58.4615,8.7725,13.89,81,10,5.87,NO,2023-09-29 23:27:45
358,tianpeng,30.9866,103.9393,20.67,85,83,1.32,CN,2023-09-29 23:27:45
359,kudat,6.8837,116.8477,26.96,89,88,3.6,MY,2023-09-29 23:27:46
360,gorontalo,0.5412,123.0595,25.25,80,100,1.29,ID,2023-09-29 23:26:57
361,chibougamau,49.9168,-74.3659,15.79,67,0,1.03,CA,2023-09-29 23:27:46
362,port blair,11.6667,92.75,26.02,89,75,3.09,IN,2023-09-29 23:27:46
363,lompoc,34.6391,-120.4579,23.9,68,100,5.14,US,2023-09-29 23:27:46
364,paita,-5.0892,-81.1144,20.67,83,33,6.7,PE,2023-09-29 23:27:46
365,baikonur,45.6167,63.3167,16.45,40,99,3.68,KZ,2023-09-29 23:27:46
366,lamu,-2.2717,40.902,25.12,85,5,6.17,KE,2023-09-29 23:27:47
367,tobelo,1.7284,128.0095,26.8,74,98,2.72,ID,2023-09-29 23:27:47
368,ulladulla,-35.35,150.4667,20.98,28,1,2.19,AU,2023-09-29 23:27:47
369,mohr,54.3528,9.7167,12.7,90,5,0.45,DE,2023-09-29 23:27:47
370,armacao de buzios,-22.7469,-41.8817,21.03,75,100,5.39,BR,2023-09-29 23:23:46
371,susuman,62.7833,148.1667,-3.21,75,62,1.94,RU,2023-09-29 23:27:47
372,znamenskoye,57.1281,73.8282,8.72,91,100,1.37,RU,2023-09-29 23:27:48
373,surab,28.4914,66.2585,11.79,20,0,3.59,PK,2023-09-29 23:27:48
374,dinghaicun,26.2847,119.7936,26.51,80,5,3.47,CN,2023-09-29 23:27:48
375,walhain-saint-paul,50.6263,4.6984,13.19,96,20,0.51,BE,2023-09-29 23:27:48
376,tharangambadi,11.0319,79.8528,26.57,77,100,6.58,IN,2023-09-29 23:27:48
377,dolbeau-mistassini,48.8763,-72.212,12.36,77,2,1.24,CA,2023-09-29 23:27:48
378,chernyshevskiy,63.0128,112.4714,3.38,93,98,2.28,RU,2023-09-29 23:27:48
379,sao francisco,-15.9486,-44.8644,29.54,38,44,0.6,BR,2023-09-29 23:27:49
380,gejiu,23.306,103.1635,11.99,96,47,0.78,CN,2023-09-29 23:27:49
381,markaz-e hukumat-e darweshan,31.1323,64.1934,16.91,23,0,4.09,AF,2023-09-29 23:27:49
382,sangola,17.4333,75.2,22.72,89,95,2.68,IN,2023-09-29 23:27:49
383,manismata,-2.4667,111.0333,23.18,91,74,1.22,ID,2023-09-29 23:27:49
384,bolgatanga,10.7856,-0.8514,26.67,81,88,1.98,GH,2023-09-29 23:27:49
385,aasiaat,68.7098,-52.8699,-0.86,89,96,1.89,GL,2023-09-29 23:27:50
386,kailua-kona,19.6406,-155.9956,29.98,71,20,8.23,US,2023-09-29 23:27:50
387,kokoda,-8.8785,147.7407,29.09,43,49,1.44,PG,2023-09-29 23:27:50
388,vernon,50.2581,-119.2691,15.34,61,100,0.51,CA,2023-09-29 23:22:55
389,lodwar,3.1191,35.5973,29.02,45,11,8.04,KE,2023-09-29 23:27:50
390,howrah,22.5892,88.3103,26.0,94,75,3.09,IN,2023-09-29 23:27:50
391,grand gaube,-20.0064,57.6608,22.43,77,2,0.89,MU,2023-09-29 23:27:50
392,uddevalla,58.3478,11.9424,15.04,88,50,2.68,SE,2023-09-29 23:27:51
393,catabola,-12.15,17.2833,21.34,51,56,0.98,AO,2023-09-29 23:27:51
394,beitbridge,-22.2167,30.0,24.34,60,75,2.53,ZW,2023-09-29 23:27:51
395,dauphin,51.1494,-100.0502,19.08,45,20,1.03,CA,2023-09-29 23:25:53
396,cetate,44.1,23.05,19.96,36,56,1.89,RO,2023-09-29 23:27:51
397,bac lieu,9.285,105.7244,25.69,88,94,3.21,VN,2023-09-29 23:27:51
398,araguaina,-7.1911,-48.2072,34.01,26,100,2.27,BR,2023-09-29 23:22:57
399,baiona,43.4833,-1.4833,20.7,94,0,1.54,FR,2023-09-29 23:27:52
400,puerto baquerizo moreno,-0.9,-89.6,23.05,78,28,4.36,EC,2023-09-29 23:27:52
401,carnarvon,-24.8667,113.6333,18.82,72,2,10.16,AU,2023-09-29 23:27:52
402,syktyvkar,61.6764,50.8099,8.85,100,100,2.0,RU,2023-09-29 23:27:52
403,santa fe do sul,-20.2111,-50.9258,29.6,38,39,4.2,BR,2023-09-29 23:27:52
404,mumford,5.2618,-0.759,25.34,89,84,3.58,GH,2023-09-29 23:27:52
405,bununu,9.8681,9.6628,22.07,80,50,0.9,NG,2023-09-29 23:27:53
406,krasnyy chikoy,50.3643,108.7512,2.68,93,38,1.7,RU,2023-09-29 23:27:53
407,fisterra,42.9049,-9.2629,18.9,91,3,2.8,ES,2023-09-29 23:27:53
408,palmital,-22.7889,-50.2175,26.86,45,38,4.24,BR,2023-09-29 23:27:53
409,luganville,-15.5333,167.1667,25.12,63,94,6.91,VU,2023-09-29 23:27:53
410,mormugao,15.4,73.8,25.98,88,100,7.29,IN,2023-09-29 23:27:53
411,las tablas,7.7667,-80.2833,28.4,79,64,1.64,PA,2023-09-29 23:26:23
412,dakhla,23.6848,-15.958,20.63,89,67,6.06,EH,2023-09-29 23:27:54
413,sungai penuh,-2.0833,101.3833,16.15,83,93,1.34,ID,2023-09-29 23:27:54
414,lexington,37.9887,-84.4777,24.0,68,0,3.6,US,2023-09-29 23:23:02
415,nova xavantina,-14.6667,-52.35,29.83,52,93,0.58,BR,2023-09-29 23:27:54
416,nabire,-3.3667,135.4833,25.3,89,100,1.46,ID,2023-09-29 23:27:54
417,posto fiscal rolim de moura,-13.0833,-62.2667,25.97,82,86,2.41,BR,2023-09-29 23:23:23
418,heishan,41.6892,122.1128,12.93,58,0,3.18,CN,2023-09-29 23:27:54
419,madera,37.1666,-119.8343,30.31,33,2,3.36,US,2023-09-29 23:27:31
420,saint-pierre,-21.3393,55.4781,21.82,64,75,2.57,RE,2023-09-29 23:27:55
421,leninskoye,41.7589,69.3864,14.01,42,22,1.92,KZ,2023-09-29 23:27:55
422,reggane,26.7158,0.1714,30.81,24,0,10.59,DZ,2023-09-29 23:27:55
423,bureya,49.8133,129.8131,9.42,88,99,0.27,RU,2023-09-29 23:27:55
424,tres palos,18.1833,-101.6167,29.24,77,79,2.47,MX,2023-09-29 23:27:55
425,oamaru,-45.0784,170.9801,10.77,46,13,0.45,NZ,2023-09-29 23:27:55
426,agat village,13.3886,144.6585,30.98,78,20,2.06,GU,2023-09-29 23:27:56
427,pachino,36.7186,15.0907,22.25,76,1,3.45,IT,2023-09-29 23:27:56
428,airway heights,47.6446,-117.5933,13.99,50,75,2.57,US,2023-09-29 23:25:27
429,el higo,21.7667,-98.4667,34.99,39,4,6.86,MX,2023-09-29 23:27:56
430,aqadyr,48.2553,72.8483,8.36,66,66,3.96,KZ,2023-09-29 23:27:56
431,bodaybo,57.8506,114.1933,4.39,87,72,0.81,RU,2023-09-29 23:27:56
432,palmer,42.1584,-72.3287,12.14,83,100,3.09,US,2023-09-29 23:27:57
433,wielun,51.221,18.5696,17.85,52,100,3.63,PL,2023-09-29 23:27:57
434,rovaniemi,66.5,25.7167,12.67,100,100,2.06,FI,2023-09-29 23:27:57
435,barra de santo antonio,-9.4047,-35.5072,25.6,68,95,3.74,BR,2023-09-29 23:27:57
436,los corrales de buelna,43.2636,-4.0726,20.06,91,3,1.53,ES,2023-09-29 23:27:57
437,dzhambeyty,50.2536,52.595,13.66,69,54,3.16,KZ,2023-09-29 23:27:57
438,jackson,42.4165,-122.8345,22.06,57,0,1.54,US,2023-09-29 23:27:57
439,pasaje,-3.3333,-79.8167,26.84,78,58,2.13,EC,2023-09-29 23:27:58
440,buala,-8.145,159.5921,28.16,80,90,4.22,SB,2023-09-29 23:27:58
441,krasne,49.9145,24.6134,14.45,54,3,1.89,UA,2023-09-29 23:27:58
442,nueva gerona,21.8833,-82.8,29.12,73,100,1.56,CU,2023-09-29 23:27:58
443,shingu,33.7333,135.9833,25.43,77,69,0.87,JP,2023-09-29 23:27:58
444,saint-philippe,-21.3585,55.7679,21.77,76,42,3.0,RE,2023-09-29 23:27:58
445,bardai,11.65,7.2333,21.79,87,53,3.14,NG,2023-09-29 23:27:59
446,ghanzi,-21.5667,21.7833,20.1,22,0,2.88,BW,2023-09-29 23:27:59
447,fada,9.5667,8.3,19.43,90,89,0.37,NG,2023-09-29 23:27:59
448,nantucket,41.2835,-70.0995,17.08,99,100,5.66,US,2023-09-29 23:27:59
449,sampacho,-33.3839,-64.7221,12.35,32,34,3.5,AR,2023-09-29 23:27:59
450,mount isa,-20.7333,139.5,26.87,32,0,6.69,AU,2023-09-29 23:27:59
451,pangody,65.85,74.4859,-1.01,94,23,5.33,RU,2023-09-29 23:27:59
452,kiuruvesi,63.65,26.6167,12.78,89,94,3.18,FI,2023-09-29 23:28:00
453,mount gambier,-37.8333,140.7667,18.14,47,58,4.06,AU,2023-09-29 23:28:00
454,luanda,-8.8368,13.2343,24.0,78,75,3.6,AO,2023-09-29 23:28:00
455,uliastay,47.7417,96.8444,-2.96,59,29,3.08,MN,2023-09-29 23:28:00
456,conchas,-23.0153,-48.0106,18.29,80,38,6.36,BR,2023-09-29 23:28:01
457,kovylkino,54.0388,43.9139,12.18,77,81,1.26,RU,2023-09-29 23:28:01
458,daru,-9.0763,143.2092,25.63,81,85,7.94,PG,2023-09-29 23:28:01
459,dondaicha,21.3333,74.5667,26.97,69,78,1.59,IN,2023-09-29 23:28:01
460,keflavik,64.0049,-22.5624,6.24,87,0,2.06,IS,2023-09-29 23:28:01
461,brookings,44.3114,-96.7984,23.19,84,100,2.57,US,2023-09-29 23:28:01
462,pacific grove,36.6177,-121.9166,22.91,86,75,4.12,US,2023-09-29 23:28:01
463,polva,58.0603,27.0694,16.96,76,100,2.53,EE,2023-09-29 23:28:02
464,juan griego,11.0817,-63.9655,31.07,74,72,4.12,VE,2023-09-29 23:28:02
465,hammerfest,70.6634,23.6821,7.25,100,75,1.54,NO,2023-09-29 23:28:02
466,al kharijah,25.4514,30.5464,30.82,18,9,4.96,EG,2023-09-29 23:28:02
467,seversk,56.6006,84.8864,6.03,95,59,2.24,RU,2023-09-29 23:28:02
468,petrovskaya,45.4314,37.955,19.36,37,51,5.54,RU,2023-09-29 23:28:02
469,antofagasta,-23.65,-70.4,15.6,80,35,2.74,CL,2023-09-29 23:28:03
470,manokwari,-0.8667,134.0833,27.37,75,88,0.62,ID,2023-09-29 23:28:03
471,sudak,44.85,34.9667,19.06,68,18,2.67,UA,2023-09-29 23:28:03
472,la sarre,48.8002,-79.1996,14.74,59,10,2.33,CA,2023-09-29 23:28:03
473,ketchikan,55.3422,-131.6461,13.26,62,0,3.6,US,2023-09-29 23:28:03
474,janauba,-15.8025,-43.3089,26.91,48,3,6.38,BR,2023-09-29 23:28:03
475,onguday,50.75,86.15,5.42,82,99,1.54,RU,2023-09-29 23:28:04
476,at taraf,25.3628,49.725,28.3,33,0,2.73,SA,2023-09-29 23:28:04
477,khorixas,-20.3667,14.9667,18.24,40,0,0.98,,2023-09-29 23:28:04
478,awjilah,29.1081,21.2869,22.99,67,4,5.21,LY,2023-09-29 23:28:04
479,biloela,-24.4167,150.5,23.17,54,3,1.47,AU,2023-09-29 23:28:04
480,sao joao da barra,-21.6403,-41.0511,22.05,78,100,4.54,BR,2023-09-29 23:26:38
481,niafunke,15.9322,-3.9906,33.06,32,76,4.63,ML,2023-09-29 23:28:01
482,nyazepetrovsk,56.0531,59.6028,8.32,97,98,1.34,RU,2023-09-29 23:28:05
483,nouadhibou,20.931,-17.0347,25.99,57,52,5.66,MR,2023-09-29 23:28:05
484,barkot,30.8167,78.2,16.7,80,0,2.16,IN,2023-09-29 23:28:05
485,zaozersk,69.4005,32.4476,9.91,94,100,4.38,RU,2023-09-29 23:28:05
486,natchez,31.5604,-91.4032,33.12,31,0,3.09,US,2023-09-29 23:24:36
487,singaraja,-8.112,115.0882,25.23,66,89,0.87,ID,2023-09-29 23:28:05
488,dharamsala,32.2419,76.3213,15.77,46,0,4.16,IN,2023-09-29 23:28:05
489,puttur,12.7667,75.2167,24.06,98,95,1.02,IN,2023-09-29 23:28:06
490,kununurra,-15.7667,128.7333,26.99,74,40,2.06,AU,2023-09-29 23:28:06
491,itoman,26.1247,127.6694,28.21,94,20,3.6,JP,2023-09-29 23:28:06
492,hovd,48.0056,91.6419,3.28,62,44,2.38,MN,2023-09-29 23:28:06
493,tarko-sale,64.9225,77.785,-1.11,78,24,8.49,RU,2023-09-29 23:28:06
494,yeppoon,-23.1333,150.7333,24.88,68,16,5.23,AU,2023-09-29 23:28:07
495,ulricehamn,57.7916,13.4142,14.67,94,94,5.5,SE,2023-09-29 23:27:28
496,rikaze,29.25,88.8833,9.48,57,100,1.44,CN,2023-09-29 23:28:07
497,el arenal,20.7833,-103.7,27.95,32,32,2.58,MX,2023-09-29 23:28:07
498,naama,33.2667,-0.3167,21.0,24,1,2.71,DZ,2023-09-29 23:28:07
499,naze,28.3667,129.4833,25.51,83,19,0.81,JP,2023-09-29 23:25:04
500,gazojak,41.1875,61.4036,16.44,39,10,2.87,TM,2023-09-29 23:28:08
501,ascension,30.2169,-90.9001,31.26,64,0,4.14,US,2023-09-29 23:28:08
502,sinjai,-5.1241,120.253,25.76,75,51,1.88,ID,2023-09-29 23:28:08
503,amboasary,-25.0333,46.3833,22.4,70,1,2.05,MG,2023-09-29 23:28:08
504,bubaque,11.2833,-15.8333,28.23,78,45,3.91,GW,2023-09-29 23:28:08
505,neiafu,-18.65,-173.9833,25.38,73,75,4.12,TO,2023-09-29 23:28:08
506,nelson,-41.2833,173.2833,11.69,45,62,1.17,NZ,2023-09-29 23:24:57
507,steenwijk,52.7875,6.1208,13.84,95,9,0.89,NL,2023-09-29 23:28:09
508,san jose del guaviare,2.5729,-72.6459,27.78,78,89,1.94,CO,2023-09-29 23:28:09
509,zungeru,9.8128,6.1558,24.27,84,100,1.13,NG,2023-09-29 23:28:09
510,dawesville,30.9224,-84.0091,26.31,68,0,2.06,US,2023-09-29 23:28:09
511,island harbour,50.724,-1.2758,13.42,92,99,2.55,GB,2023-09-29 23:28:09
512,greymouth,-42.4667,171.2,10.77,61,63,2.02,NZ,2023-09-29 23:28:10
513,sidareja,-7.4846,108.7923,22.25,92,36,0.52,ID,2023-09-29 23:28:10
514,saint croix,17.7397,-64.7388,30.25,86,0,5.14,VI,2023-09-29 23:28:10
515,stavern,59.0,10.0333,11.77,91,0,9.99,NO,2023-09-29 23:28:10
516,kalemie,-5.9475,29.1947,23.55,66,90,0.86,CD,2023-09-29 23:28:10
517,twon-brass,4.3151,6.2418,25.95,82,99,3.65,NG,2023-09-29 23:25:35
518,figuig (centre),32.1089,-1.2286,23.02,27,2,1.28,MA,2023-09-29 23:28:10
519,port augusta,-32.5,137.7667,25.37,16,0,5.29,AU,2023-09-29 23:28:11
520,witu,-2.3889,40.4382,25.09,86,5,4.0,KE,2023-09-29 23:28:11
521,parry sound,45.3501,-80.033,19.03,63,0,1.87,CA,2023-09-29 23:27:15
522,qarqaraly,49.4058,75.4742,8.78,93,99,2.12,KZ,2023-09-29 23:28:11
523,lutuhyne,48.4051,39.2267,14.41,39,0,1.74,UA,2023-09-29 23:28:11
524,zyryanovsk,49.7386,84.2719,8.38,64,96,0.86,KZ,2023-09-29 23:28:11
525,madimba,-10.4,40.3333,23.25,83,1,2.74,TZ,2023-09-29 23:28:12
526,sokoni,-6.4333,39.55,25.36,80,1,5.26,TZ,2023-09-29 23:28:12
527,usogorsk,63.4106,48.6872,9.68,91,100,2.63,RU,2023-09-29 23:28:12
528,witbank,-25.8713,29.2332,16.8,40,0,1.92,ZA,2023-09-29 23:28:12
529,weyburn,49.6668,-103.8511,20.12,24,75,2.57,CA,2023-09-29 23:28:12
530,schuyler,42.4167,-76.883,19.98,93,68,0.45,US,2023-09-29 23:28:12
531,santa rosa,14.3122,121.1114,27.99,91,89,1.14,PH,2023-09-29 23:25:26
532,machico,32.7,-16.7667,23.73,84,40,2.57,PT,2023-09-29 23:28:13
533,arar,30.9753,41.0381,25.01,16,0,0.0,SA,2023-09-29 23:28:13
534,waterville,44.552,-69.6317,16.47,93,100,0.0,US,2023-09-29 23:26:03
535,jiangyou,31.7667,104.7167,18.34,92,40,0.48,CN,2023-09-29 23:28:13
536,selkirk,50.1436,-96.8845,22.31,50,17,0.45,CA,2023-09-29 23:28:13
537,iquitos,-3.7481,-73.2472,30.02,62,40,1.03,PE,2023-09-29 23:27:43
538,acarau,-2.8856,-40.12,25.49,80,100,7.85,BR,2023-09-29 23:28:13
539,tarauaca,-8.1614,-70.7656,28.67,66,48,1.03,BR,2023-09-29 23:28:14
540,oranjemund,-28.55,16.4333,13.89,88,70,0.89,,2023-09-29 23:28:14
541,gilgit,35.9221,74.3087,17.81,47,99,1.41,PK,2023-09-29 23:27:34
542,shamva,-17.3116,31.5756,20.81,54,65,1.18,ZW,2023-09-29 23:28:14
